Culture,Name
Greek,Khthonia
Greek,Khthonios
Greek,Kidaria
Greek,Kissobryos
Greek,Kissokomes
Greek,Kissos
Greek,Kitharodos
Greek,Kleidouchos
Greek,Kleoptoleme
Greek,Klymenos
Greek,Kore
Greek,Koruthalia
Greek,Korymbophoros
Greek,Kourotrophos
Greek,Kranaia
Greek,Kranaios
Greek,Krataiis
Greek,Kreousa
Greek,Kretogenes
Greek,Kriophoros
Greek,Kronides
Greek,"Kronos,Kryphios"
Greek,Ktesios
Greek,Kubebe
Greek,Kupris
Greek,Kuprogenes
Greek,Kurotrophos
Greek,Kuthereia
Greek,Kybele
Greek,"Kydoime,Kynthia"
Greek,Kyrios
Greek,Ladon
Greek,Lakinia
Greek,Lamia
Greek,Lampter
Greek,Laodoke
Greek,Laphria
Greek,Lenaios
Greek,Leukatas
Greek,Leukatas
Greek,Leukolenos
Greek,Leukophruene
Greek,Liknites
Greek,Limenia
Greek,Limnaios
Greek,Limnatis
Greek,Logios
Greek,Lokhia
Greek,Lousia
Greek,Loxias
Greek,Lukaios
Greek,Lukeios
Greek,Lyaios
Greek,Lygodesma
Greek,Lykopis
Greek,Lyseus
Greek,Lysippe
Greek,Maimaktes
Greek,Mainomenos
Greek,Majestas
Greek,Makar
Greek,Maleatas
Greek,Manikos
Greek,Mantis
Greek,Marpe
Greek,Marpesia
Greek,Medusa
Greek,Megale
Greek,Meilikhios
Greek,Melaina
Greek,Melainis
Greek,Melanaigis
Greek,"Melanippe,Melete"
Greek,Melousa
Greek,Melpomene
Greek,Melqart
Greek,Meses
Greek,Mimnousa
Greek,Minotaur
Greek,Mneme
Greek,"Molpadia,Monogenes"
Greek,Morpho
Greek,Morychos
Greek,Musagates
Greek,Musagetes
Greek,Nebrodes
Greek,Nephelegereta
Greek,"Nereus,Nete"
Greek,Nike
Greek,Nikephoros
Greek,Nomios
Greek,Nomius
Greek,Notos
Greek,Nyktelios
Greek,Nyktipolos
Greek,Nympheuomene
Greek,Nysios
Greek,Oiketor
Greek,Okyale
Greek,Okypous
Greek,Olumpios
Greek,Omadios
Greek,Ombrios
Greek,"Orithia,Orius,Ortheia"
Greek,Orthos
Greek,Ourania
Greek,Ourios
Greek,Paelemona
Greek,Paian
Greek,Pais
Greek,Palaios
Greek,Pallas
Greek,Pan Megas
Greek,Panakhais
Greek,Pandemos
Greek,Pandrosos
Greek,Pantariste
Greek,Parthenos
Greek,PAsianax
Greek,Pasiphaessa
Greek,Pater
Greek,Pater
Greek,Patroos
Greek,Pegasus
Greek,Pelagia
Greek,Penthesilea
Greek,Perikionios
Greek,Persephone
Greek,Petraios
Greek,Phanes
Greek,Phanter
Greek,Phatria
Greek,Philios
Greek,Philippis
Greek,Philomeides
Greek,Phoebe
Greek,Phoebus
Greek,Phoenix
Greek,Phoibos
Greek,Phosphoros
Greek,Phratrios
Greek,Phutalmios
Greek,Physis
Greek,Pisto
Greek,Plouton
Greek,"Polemusa,Poliakhos"
Greek,Polias
Greek,Polieus
Greek,Polumetis
Greek,Polydektes
Greek,Polygethes
Greek,Polymnia
Greek,Polymorphos
Greek,Polyonomos
Greek,Porne
Greek,Poseidon
Greek,Potnia Khaos
Greek,Potnia Pheron
Greek,Promakhos
Greek,Pronoia
Greek,Propulaios
Greek,Propylaia
Greek,Proserpine
Greek,Prothoe
Greek,Protogonos
Greek,Prytaneia
Greek,Psychopompos
Greek,Puronia
Greek,Puthios
Greek,Pyrgomache
Greek,Python
Greek,Rhea
Greek,Sabazios
Greek,Salpinx
Greek,satyr
Greek,Saxanus
Greek,"Scyleia,Scylla"
Greek,sirens
Greek,Skeptouchos
Greek,Smintheus
Greek,Sophia
Greek,Sosipolis
Greek,Soter
Greek,Soteria
Greek,Sphinx
Greek,Staphylos
Greek,Sthenias
Greek,Sthenios
Greek,Strife
Greek,Summakhia
Greek,Sykites
Greek,Syzygia
Greek,Tallaios
Greek,Taureos
Greek,Taurokeros
Greek,Taurophagos
Greek,Tauropolos
Greek,Tauropon
Greek,Tecmessa
Greek,Teisipyte
Greek,Teleios
Greek,"Telepyleia,Teletarches"
Greek,Terpsichore
Greek,Thalestris
Greek,Thalia
Greek,The Dioskouroi
Greek,Theos
Greek,Theritas
Greek,Thermodosa
Greek,Thraso
Greek,Thyonidas
Greek,Thyrsophoros
Greek,Tmolene
Greek,Toxaris
Greek,Toxis
Greek,"Toxophile,Trevia"
Greek,Tricephalus
Greek,Trieterikos
Greek,Trigonos
Greek,Trismegestos
Greek,Tritogeneia
Greek,Tropaios
Greek,"Trophonius,Tumborukhos"
Greek,Tyche
Greek,Typhon
Greek,Urania
Greek,Valasca
Greek,Xanthippe
Greek,Xenios
Greek,Zagreus
Greek,Zathos
Greek,Zephryos
Greek,Zeus
Greek,Zeus Katakhthonios
Greek,Zoophoros
Roman,Apollo
Roman,Ceres
Roman,Diana
Roman,Diana
Roman,Feronia
Roman,Fides
Roman,Flora
Roman,Fons
Roman,Fortuna
Roman,Genius
Roman,Hercules
Roman,Janus
Roman,Juno
Roman,Jupiter
Roman,Lares
Roman,Larunda
Roman,Liber
Roman,Lucina
Roman,Luna
Roman,Luna
Roman,Mars
Roman,Mercury
Roman,Minerva
Roman,Minerva
Roman,Neptune
Roman,Novensides
Roman,Ops
Roman,Orcus
Roman,Pales
Roman,Quirinus
Roman,Salus
Roman,Saturn
Roman,Saturn
Roman,Sol
Roman,Sol
Roman,Summanus
Roman,Tellus
Roman,Terminus
Roman,Vediovis
Roman,Venus
Roman,Vesta
Roman,Vortumnus
Roman,Vulcan
Roman,Vulcan
Norse,Aegir
Norse,Aesir
Norse,Alfrigg
Norse,Audumbla
Norse,Aurgelmir
Norse,Balder
Norse,Berchta
Norse,Bergelmir
Norse,Bor
Norse,Bragi
Norse,Brisings
Norse,Buri
Norse,Etin
Norse,Fenris
Norse,Forseti
Norse,Frey
Norse,Freyja
Norse,Frigga
Norse,Gefion
Norse,Gerda
Norse,Gode
Norse,Gymir
Norse,Harke
Norse,Heimdall
Norse,Hel
Norse,Hermod
Norse,Hodur
Norse,Holda
Norse,Holle
Norse,Honir
Norse,Hymir
Norse,Idun
Norse,Jormungandr
Norse,Ljolsalfs
Norse,Loki
Norse,Magni
Norse,Mimir
Norse,Mistarblindi
Norse,Muspel
Norse,Nanna
Norse,Nanni
Norse,Nerthus
Norse,Njord
Norse,Norns
Norse,Odin
Norse,Perchta
Norse,Ran
Norse,Rig
Norse,Segyn
Norse,Sif
Norse,Skadi
Norse,Skirnir
Norse,Skuld
Norse,Sleipnir
Norse,Surt
Norse,Svadilfari
Norse,tanngniotr
Norse,tanngrisnr
Norse,Thiassi
Norse,Thor
Norse,Thrud
Norse,Thrudgelmir
Norse,Thrym
Norse,Thurs
Norse,Tyr
Norse,Uller
Norse,Urd
Norse,Vali
Norse,Vali
Norse,Valkyrie
Norse,Vanir
Norse,Ve
Norse,Verdandi
Norse,Vidar
Norse,Wode
Norse,Ymir
